Normalised Work Effort Level 1,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),,Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,,Defect Density
4301,753,1.12,4301,4301,4301,6.4,6.4,5.7,,11.2,12,4301,1,5,289,672,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,,40.2
16788,421,1.021941545,16788,16788,16788,39.9,39.9,39.9,,2.7,15.5,16788,1,10,177,421,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,19
3720,4363,1.12,3720,3720,3720,1,1,0.9,,10.42982107,12,3720,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
5316.463277,378,0.87,5316.463277,714,714,15.99293785,1.6,1.9,,18.1,8,2853.309172,4,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
3132,74,1.021941545,3132,3132,3132,42.3,42.3,42.3,,1.1,17,3132,1,4,15,74,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,,13.5
7263,1093,1.14,7263,7263,7263,7.6,7.6,6.6,,14.5,11,7263,1,6,392,959,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,0
51527,1256,1.28,51527,51527,28855,52.5,52.5,23,,10.42982107,28,0,1,9.761262136,270,981,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,32.6
9010,1368,1.021941545,9010,8728,8728,6.6,6.4,6.4,,10.42982107,8.957260274,2853.309172,4,21,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
3861,221,1.11,3861,3887,3887,19.4,19.5,17.6,,4,5,3861,3,10,16,199,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,,25.1
5316.463277,327,1,5316.463277,534,534,15.99293785,1.6,1.6,,10.42982107,4,2853.309172,4,9.761262136,106,327,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,,39.8
1076,236,1.021941545,1076,1076,1076,4.6,4.6,4.6,,9.8,4,1076,1,6,75,208,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,50.8
310,109,1.21,310,310,310,3.4,3.4,2.8,,2.6,7,310,1,5,60,7,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,,0
2894,80,0.98,2894,10499,8084,35.3,128,101.1,,0.3,9,2894,4,34,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
10955,411,1,10955,10955,10955,26.7,26.7,26.7,,2.7,15,10955,1,10,115,411,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,7.3
2216,153,1.15,2216,2216,2216,16.7,16.7,14.5,,16.6,2,0,1,4,66,18,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,22.6
11500,524,1.021941545,11500,17969,11500,21.9,34.3,21.9,,10.42982107,5,11500,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,1.9
772,204,1,772,772,772,3.8,3.8,3.8,,13.6,5,772,1,3,62,84,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,,0
5078,324,0.97,5078,5078,5078,15.2,15.2,15.7,,5.1,13,5078,1,5,175,334,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,41.9
5316.463277,231,0.87,5316.463277,3762,3762,15.99293785,14.1,16.3,,1.8,12,2853.309172,4,12,0,266,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,,3.8
442,838,1.021941545,442,691,442,0.5,0.8,0.5,,10.42982107,4,442,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,0
754,113,1.021941545,754,1178,754,6.7,10.4,6.7,,10.42982107,3,754,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,0
352,67,0.84,352,391,352,4.4,4.9,5.3,,10,2,220,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
747,73,1.021941545,747,947,947,10.2,13,13,,6.1,12,747,4,1,73,73,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,,0
451,51,1.021941545,451,451,451,8.8,8.8,8.8,,5.3,3.2,451,1,3,166.04545,51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,,0
13282,1757,1.12,13282,13282,13282,8.5,8.5,7.6,,10.42982107,12,13282,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
3068,349,1.021941545,3068,3068,3068,8.8,8.8,8.8,,5.8,12,3068,1,5,65,349,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,,0
1210,1825,1.09,1210,1210,1210,0.7,0.7,0.7,,37.2,15,1210,1,3,594,1674,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,,0
2298,166,1.2,2298,2298,2298,16.7,16.7,13.8,,10.42982107,9,0,1,9.761262136,69,113,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
18825,860,1,18825,18825,18825,21.9,21.9,21.9,,2.6,21,18825,1,16,412,860,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,16.3
7710,1200,1.021941545,7710,10293,8828,6.4,8.6,7.4,,17.3,6.3,2853.309172,4,11,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,30.8
2960,253,1.021941545,2960,2960,2960,11.7,11.7,11.7,,10.42982107,7.1,2960,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,31.6
2018,186,1.021941545,2018,3638,3638,10.8,19.6,19.6,,2.1,9,0,4,10,189,189,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,,26.9
1050,330,0.87,1050,1050,1050,2.8,2.8,3.2,,19,10,1050,1,2,179,379,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,10.6
120,34,1.12,120,120,120,4,4,3.5,,10.42982107,6,120,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
246,391,0.94,246,7439,5728,0.6,17.9,14.6,,5,7,246,4,12,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
1075,196,1.021941545,1075,1680,1075,5.5,8.6,5.5,,10.42982107,2,1075,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,5.1
6590,254,1.021941545,6590,6590,6590,25.9,25.9,25.9,,5.3,6,6590,1,8,254,254,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,3.9
1850,232,1.16,1850,1850,1850,9.3,9.3,8,,13.9,3.6,1850,1,4,116,49,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
452,251,0.99,452,2540,1956,1.8,10,7.8,,7.3,5,452,4,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,0
34906,1463,0.98,34906,36046,36046,23.4,24.1,24.6,,3.4,23,0,4,19,780,1493,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,,6.7
3808,139,1.17,3808,3808,3808,31.7,31.7,27.4,,2,6,544,1,10,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,8.3
285,34,1.021941545,285,285,285,8.4,8.4,8.4,,11.3,1.5,285,1,2,166.04545,34,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
10543,886,1.1,10543,10543,10543,13.1,13.1,11.9,,10.42982107,9,10543,1,9.761262136,253,805,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,2.5
1829,474,1.021941545,1829,1829,1829,3.9,3.9,3.9,,10.42982107,6,384,1,9.761262136,71,41,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,8.4
976,227,1.021941545,976,976,976,4.3,4.3,4.3,,10.42982107,3,976,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,8.8
890,213,1,890,890,801,4.2,4.2,3.8,,17,2.5,0,1,5,105,52,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,0
1648,188,1.07,1648,1831,1648,9.4,10.4,8.8,,7,5,877,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
739,665,0.88,739,4917,4917,1,6.5,7.4,,12,9,739,4,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
1729,368,1.2,1729,1729,1729,5.6,5.6,4.7,,10.42982107,6,0,1,9.761262136,252,49,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
4820,650,1,4820,4820,4820,7.4,7.4,7.4,,7.1,13,1236,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,81.5
105,12,1.021941545,105,105,105,8.8,8.8,8.8,,6,2,105,4,1,12,12,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,83.3
2007,105,1,2007,2007,2007,19.1,19.1,19.1,,2.7,13,0,1,3,10,105,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,,0
17896,867,1.1,17896,18002,18002,22.7,22.8,20.8,,4.6,9,17896,3,19,97,788,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,,14
1660,64,0.73,1660,1660,1544,18.9,18.9,24.1,,2.8,4.5,0,1,7,15,88,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,34.1
9484,649,1.11,9484,9653,9653,16.2,16.5,14.9,,2,15,9484,3,20,199,585,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,,29.1
503,331,0.87,503,1238,1238,1.3,3.3,3.7,,38,5,503,2,2,84,156,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,5.3
3476,346,1,3476,3476,3476,10,10,10,,3.8,9,3476,1,10,119,197,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,8.7
2204,288,1.07,2204,2449,2204,8.2,9.1,7.7,,9.6,7,1822,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,7.4
441,313,1,441,441,441,1.4,1.4,1.4,,39.1,4,270,1,2,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,0
24,5,1.021941545,24,24,24,4.8,4.8,4.8,,5,0.5,24,1,2,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
1598,216,1.021941545,1598,1598,1598,7.4,7.4,7.4,,10.42982107,6.2,1598,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,32.4
26900,1809,1.18,26900,33140,33140,17.5,21.6,18.3,,3.8,16,1072,4,25,686,1533,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,,11.1
666,183,1.021941545,666,1041,666,3.6,5.7,3.6,,10.42982107,2,666,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,16.4
5316.463277,44,0.82,5316.463277,380,380,15.99293785,7.3,8.6,,26,2,2853.309172,4,1,14,49,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,0
143,68,1.021941545,143,223,143,2.1,3.3,2.1,,10.42982107,1,143,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,0
5316.463277,275,0.95,5316.463277,1647,1647,15.99293785,5.7,6,,10.42982107,3,2853.309172,4,9.761262136,31,289,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,,55.4
2805,206,1,2805,2805,2805,13.6,13.6,13.6,,4.3,8,2805,1,6,51,62,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,,38.8
666,116,1.1,666,666,553,6.3,6.3,4.8,,5.3,2,0,1,10,34,33,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,,94.3
1355,136,1,1355,1506,1355,10,11.1,10,,5.4,5,936,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,7.4
1626,112,1.09,1626,1807,1626,15.8,17.5,14.5,,2.3,4,906,1,11,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,,0
3082,450,1.021941545,3082,4430,4430,6.8,9.8,9.8,,10.42982107,13.2,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,,0
1263,250,1,1263,1315,1315,5.1,5.3,5.3,,7.1,5,0,2,7,68,250,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,0
931,275,1,931,931,931,3.4,3.4,3.4,,13.8,4,133,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,3.6
47493,2003,1.021941545,47493,47493,47493,23.7,23.7,23.7,,2.9,10,20,1,68,166.04545,1336,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,14
3800,177,1.021941545,3800,4224,4224,21.5,23.9,23.9,,3.7,8,3800,4,6,177,177,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,,56.5
33589,2087,0.86,33589,57811,57811,13.8,23.8,27.7,,1.5,22,0,4,73,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
147,70,1.021941545,147,147,147,2.1,2.1,2.1,,35,2,147,4,1,70,70,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,14.3
1435,347,1.2,1435,1435,1062,5,5,3.1,,10.42982107,7,0,1,9.761262136,145,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
213,28,1.021941545,213,213,213,7.6,7.6,7.6,,10.42982107,0.9,213,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,0
1080,62,1.021941545,1080,1688,1080,17.4,27.2,17.4,,10.42982107,2,1080,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,0
7816,1694,1.1,7816,7816,7816,5.1,5.1,4.6,,13.8,16,7816,1,7,391,1540,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,5.8
3429,397,0.83,3429,3429,3429,7.2,7.2,8.6,,5.4,11,2853.309172,2,8,171.68,474.82,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,,2.1
3074,218,1.021941545,3074,3074,3074,14.1,14.1,14.1,,10.42982107,8.9,3074,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,82.6
323,49,1,323,323,323,6.6,6.6,6.6,,4.1,3,323,1,4,12,49,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,,0
3323,97,1.021941545,3323,3323,3323,34.3,34.3,34.3,,0.9,10,3323,1,11,51,91,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,51.5
5316.463277,280,1.07,5316.463277,1417,1417,15.99293785,5.4,5.1,,7.5,7,2853.309172,4,5,161,262,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,38.2
4158,492,1.021941545,4158,4158,4158,8.5,8.5,8.5,,5.6,11,4158,1,8,114,248,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,,18.3
327,58,1.07,327,363,327,6.1,6.7,5.6,,3.6,3,276,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,55.6
206,71,1.021941545,206,232,232,2.9,3.3,3.3,,8.9,1.6,2853.309172,4,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
15098,451,1.021941545,15098,15098,12531,33.5,33.5,27.8,,10.42982107,8.957260274,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,,0
2192,490,1,2192,2192,2192,4.5,4.5,4.5,,7.8,9,0,1,7,48,300,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,4.1
2310,499,1.1,2310,2310,2310,5.1,5.1,4.6,,10.42982107,10,2310,1,9.761262136,262,155,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0
73,453,1.08,73,3876,3876,0.2,9.3,8.6,,7.5,4,73,4,14,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
219,59,0.97,219,1319,1319,3.6,21.6,22.4,,3.4,3,219,4,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
4023,638,1.021941545,4023,4627,4627,6.3,7.3,7.3,,1.7,34,2853.309172,4,11,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
24,3,1.021941545,24,24,24,8,8,8,,12,0.25,24,1,1,166.04545,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
1058,461.2226614,1.021941545,1058,1058,1058,2.5,2.5,15.95283267,,34.8,6,1058,1,2,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,19.1
7654,878,1.08,7654,7654,6200,9.4,9.4,7.1,,10.2,10,0,1,8,70,813,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,,12.3
541,619,1.021941545,541,541,449,0.9,0.9,0.7,,10.42982107,2,0,1,9.761262136,0,619,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,,0
97,11,0.84,97,97,97,7.5,7.5,8.8,,6.5,1,0,1,2,4,13,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,,0
1206,315,1,1206,1206,1206,3.8,3.8,3.8,,5.6,8,1206,1,7,120,14,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,9.5
272,166,0.79,272,4733,3881,1.3,22.5,23.4,,3.5,5,272,4,12,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
703,97,0.87,703,703,654,6.3,6.3,6.7,,13.9,4,0,1,2,25,64,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,,27
3782,130,1.021941545,3782,5909,3782,29.1,45.5,29.1,,10.42982107,4,3782,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,7.7
317,52,1.021941545,317,317,317,6.1,6.1,6.1,,10.42982107,2,317,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,57.7
93049,4932,1.14,93049,138883,138883,21.5,32.1,28.2,,10.42982107,22,0,4,9.761262136,1935,4326,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,,98.9
9150,4104,1.021941545,9150,14103,14103,2.2,3.4,3.4,,10.42982107,8.957260274,2853.309172,4,12,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,0
9649,1662,1.021941545,9649,9649,9649,5.8,5.8,5.8,,6.9,20,9649,1,12,1662,1662,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
634,83,1,634,634,634,7.6,7.6,7.6,,2.8,5,634,1,6,10,44,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,12
26520,594,1.08,26520,26520,24664,48.2,48.2,41.5,,2.2,15,0,1,17,210,550,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,,7.3
1867,550,1.021941545,1867,2788,2788,3.4,5.1,5.1,,13,4.7,2853.309172,4,9,166.04545,341.2215103,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,0
45778,781,1,45778,45778,42574,58.6,58.6,54.5,,0.1,32,0,1,309,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,0
8442,187,1.021941545,8442,8442,8442,45.1,45.1,45.1,,2.2,12,8442,1,7,166.04545,91,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,10.7
1350,113,1,1350,1350,1350,11.9,11.9,11.9,,3.8,6,40,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,35.4
6037,696,1.2,6037,6037,6037,10.4,10.4,8.7,,10.42982107,14,0,1,9.761262136,261,580,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
830,100,1,830,830,531,8.3,8.3,5.3,,4.2,6,0,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,0
54,86,0.9,54,633,633,0.6,6.6,7.4,,10.7,3,54,4,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
