UFP rating,Year of Project,Count Approach,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Development Type,Architecture,Client Server?,Functional Sizing Technique,FP Standards All,Development Platform,Language Type,CASE Tool Used,Used Methodology,How Methodology Acquired,Resource Level,Max Team Size,Input count
UFP_rating_A,2006,Count_Approach_IFPUG,335,335,1.0,4879,4879,4879,14.6,14.6,14.6,6.0,4.7,12.0,4879,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,83.0
UFP_rating_A,2007,Count_Approach_IFPUG,123,123,1.0,1050,1050,1050,8.5,8.5,8.5,48.8,3.4,6.0,1050,6,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,80.0
UFP_rating_B,2007,Count_Approach_IFPUG,664,664,0.67,7200,7200,7200,10.8,10.8,10.8,18.1,13.6,7.0,0,12,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,7.0,41.0
UFP_rating_A,2005,Count_Approach_NESMA,449,138,0.3,1225,2299,2299,2.7,5.1,16.7,167.0,2.1,54.0,1,75,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_Multi,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,4.0,207.0
UFP_rating_A,2005,Count_Approach_IFPUG,601,601,1.0,9163,9163,9163,15.2,15.2,15.2,0.0,123456789.0,9.6,9163,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,94.0
UFP_rating_A,2007,Count_Approach_IFPUG,682,682,1.0,7820,7820,7820,11.5,11.5,11.5,41.1,2.9,17.0,7820,28,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,14.0,290.0
UFP_rating_A,1999,Count_Approach_IFPUG,207,221,1.07,684,760,684,3.3,3.7,3.1,0.0,8.6,8.0,450,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,105,98,0.93,1000,1111,1000,9.5,10.6,10.2,0.0,4.2,5.0,839,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,123456789.0
UFP_rating_D,2009,Count_Approach_COSMIC,14,14,123456789.0,348,348,348,24.9,24.9,24.9,71.4,2.0,3.5,0,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_A,1995,Count_Approach_IFPUG,497,477,0.96,2741,2741,2741,5.5,5.5,5.7,12.1,123456789.0,6.0,2741,6,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,235.0
UFP_rating_A,1997,Count_Approach_IFPUG,194,186,0.96,123456789,960,960,123456789.0,4.9,5.2,128.9,123456789.0,4.0,123456789,25,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,55.0
UFP_rating_A,1997,Count_Approach_IFPUG,322,322,1.0,835,835,777,2.6,2.6,2.4,0.0,26.8,2.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,123456789.0
UFP_rating_A,2001,Count_Approach_IFPUG,139,150,1.08,1238,1238,1238,8.9,8.9,8.3,0.0,5.8,8.0,72,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,246,246,1.0,960,1032,960,3.9,4.2,3.9,4.1,20.5,4.0,-1,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,68,68,123456789.0,442,442,442,6.5,6.5,6.5,14.7,123456789.0,1.9,442,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_D,2008,Count_Approach_COSMIC,118,118,123456789.0,700,700,700,5.9,5.9,5.9,0.0,29.5,2.0,700,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,521,521,123456789.0,2049,3202,2049,3.9,6.1,3.9,17.3,123456789.0,4.0,2049,9,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,49,49,123456789.0,500,781,500,10.2,15.9,10.2,0.0,123456789.0,2.0,500,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_D,2003,Count_Approach_COSMIC,61,61,123456789.0,89,89,89,1.5,1.5,1.5,0.0,20.3,1.5,0,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,1318,1437,1.09,123456789,4900,4900,123456789.0,3.7,3.4,15.2,18.3,18.0,123456789,20,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,4.0,920.0
UFP_rating_A,1999,Count_Approach_IFPUG,1072,1168,1.09,10576,10576,10576,9.9,9.9,9.1,24.3,10.9,14.0,0,26,Development_Type_Re-development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,7.0,123456789.0
UFP_rating_A,2008,Count_Approach_IFPUG,117,117,1.0,2779,2779,2779,23.8,23.8,23.8,8.5,1.6,8.0,2779,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,62.0
UFP_rating_B,2004,Count_Approach_IFPUG,72,72,123456789.0,331,331,331,4.6,4.6,4.6,13.9,123456789.0,1.5,331,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,600,600,123456789.0,745,1164,745,1.2,1.9,1.2,3.3,123456789.0,3.0,745,2,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,87,87,123456789.0,387,605,387,4.4,7.0,4.4,11.5,123456789.0,2.0,387,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,587,587,123456789.0,4492,4492,4492,7.7,7.7,7.7,71.6,5.6,13.0,4492,42,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,262.0
UFP_rating_A,1995,Count_Approach_IFPUG,320,320,1.0,12180,12180,12180,38.1,38.1,38.1,203.1,4.0,20.0,220,65,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,123456789.0
UFP_rating_D,2008,Count_Approach_COSMIC,912,912,123456789.0,4110,4110,3863,4.5,4.5,4.2,42.8,6.1,15.0,0,39,Development_Type_Re-development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,10.0,853.0
UFP_rating_A,1999,Count_Approach_IFPUG,116,116,1.0,2630,2630,2630,22.7,22.7,22.7,1120.7,0.8,15.0,0,130,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,114,114,123456789.0,666,1041,666,5.8,9.1,5.8,0.0,123456789.0,6.0,666,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,315,321,1.02,123456789,1076,1076,123456789.0,3.4,3.4,6.3,14.3,11.0,123456789,2,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,2.0,168.0
UFP_rating_A,2006,Count_Approach_IFPUG,247,247,1.0,5971,5971,5971,24.2,24.2,24.2,8.1,1.4,12.0,5971,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,15.0,98.0
UFP_rating_D,2005,Count_Approach_COSMIC,448,448,123456789.0,9163,9163,9163,20.5,20.5,20.5,0.0,123456789.0,9.6,9163,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,126,126,123456789.0,1733,1733,1733,13.8,13.8,13.8,7.9,3.7,2.0,1733,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,17.0,26.0
UFP_rating_D,2008,Count_Approach_COSMIC,8,8,123456789.0,72,72,72,9.0,9.0,9.0,0.0,4.0,1.0,72,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,99,119,1.2,1065,1065,1065,10.8,10.8,8.9,10.1,123456789.0,10.0,0,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,46.0
UFP_rating_A,1998,Count_Approach_IFPUG,88,88,1.0,760,760,760,8.6,8.6,8.6,125.0,9.8,3.0,39,11,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,58,58,1.0,767,767,637,13.2,13.2,11.0,465.5,3.2,6.0,0,27,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,367,473,1.29,6371,7079,6371,17.4,19.3,13.5,8.2,2.8,10.0,4621,3,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,13.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,39,42,1.08,588,653,588,15.1,16.7,14.0,25.6,1.4,7.0,532,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,123456789.0
UFP_rating_A,1994,Count_Approach_OTHER,601,619,1.03,4818,4818,4336,8.0,8.0,7.0,11.6,123456789.0,11.0,0,7,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,159.5
UFP_rating_A,1993,Count_Approach_IFPUG,1634,1634,1.0,123456789,7060,7060,123456789.0,4.3,4.3,2.4,17.0,12.0,123456789,4,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,2,8.0,625.0
UFP_rating_A,1995,Count_Approach_IFPUG,250,275,1.1,702,702,702,2.8,2.8,2.6,0.0,123456789.0,9.0,702,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,184.0
UFP_rating_A,1999,Count_Approach_IFPUG,106,136,1.28,17050,17050,17050,160.8,160.8,125.4,0.0,123456789.0,18.0,17050,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,121,121,123456789.0,750,750,750,6.2,6.2,6.2,16.5,123456789.0,1.9,750,2,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,1230,1230,123456789.0,9803,10152,10152,8.0,8.3,8.3,0.0,123456789.0,123456789.0,123456789,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,26.0,123456789.0
UFP_rating_A,2007,Count_Approach_IFPUG,74,74,1.0,633,633,633,8.6,8.6,8.6,40.5,2.1,6.0,633,3,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,12.0
UFP_rating_B,2000,Count_Approach_NESMA,551,551,123456789.0,3479,5436,3479,6.3,9.9,6.3,7.3,123456789.0,10.0,3479,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2005,Count_Approach_IFPUG,299,359,1.2,2746,2746,2746,9.2,9.2,7.6,0.0,123456789.0,32.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,188.0
UFP_rating_B,2000,Count_Approach_IFPUG,78,78,123456789.0,3048,3048,1402,39.1,39.1,18.0,359.0,123456789.0,123456789.0,0,28,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,11,11,123456789.0,61,61,61,5.5,5.5,5.5,0.0,123456789.0,0.6,61,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1993,Count_Approach_IFPUG,622,722,1.16,4164,4164,4164,6.7,6.7,5.8,3.2,123456789.0,9.0,4164,2,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,163.0
UFP_rating_B,1994,Count_Approach_IFPUG,556,556,123456789.0,1624,1624,1624,2.9,2.9,2.9,0.0,27.8,4.0,1624,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,276.0
UFP_rating_B,2004,Count_Approach_IFPUG,1749,1749,123456789.0,3960,3837,3837,2.3,2.2,2.2,0.0,83.3,1.0,123456789,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,21.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,340,367,1.08,828,1708,1588,2.4,5.0,4.3,2.9,22.7,3.0,828,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_Other,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,2,5.0,30.0
