Year of Project,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,FP_Standard_All_COSMIC.1,FP_Standard_All_IFPUG.1,FP_Standard_All_Other.1,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes
2007.0,140,140.0,1.0,3064.0,3064,3064,21.9,21.9,21.9,0.0,3.3,6.0,3064.0,0,1,7.0,46.0,130.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2006.0,467,467.0,1.021941545,29246.0,29246,29246,62.6,62.6,62.6,79.2,0.4,35.0,29246.0,37,1,35.0,467.0,467.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1997.0,484,513.0,1.06,5316.463277000001,8131,8131,15.99293785,16.8,15.8,20.7,10.42982107,5.0,2853.3091719999998,10,4,9.761262136000001,75.0,484.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2006.0,112,134.0,1.2,845.0,845,845,7.5,7.5,6.3,0.0,10.42982107,8.0,0.0,0,1,9.761262136000001,42.0,3.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1993.0,648,758.0,1.17,4630.0,4630,4630,7.1,7.1,6.1,17.0,10.8,15.0,0.0,11,1,4.0,116.0,648.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1996.0,1984,1984.0,1.0,34096.0,34096,31709,17.2,17.2,16.0,3.0,10.42982107,32.0,0.0,6,1,9.761262136000001,140.0,1984.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
2004.0,19,19.0,1.021941545,55.0,83,83,2.9,4.4,4.4,0.0,12.7,0.3,2853.3091719999998,0,4,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1993.0,25,25.0,1.0,644.0,644,580,25.8,25.8,23.2,0.0,4.2,6.0,0.0,0,1,1.0,14.0,22.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2004.0,58,58.0,1.021941545,800.0,800,800,13.8,13.8,13.8,17.2,10.42982107,4.2,800.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
2000.0,408,400.0,0.98,3467.0,3871,3600,8.5,9.5,9.0,2.5,11.3,6.0,0.0,1,2,6.0,43.0,408.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
2004.0,318,207.0,0.65,16705.0,16705,16705,52.5,52.5,80.7,0.0,1.3,15.0,1508.0,0,1,16.0,0.0,318.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
1997.0,46,58.0,1.021941545,1652.0,1652,1652,35.9,35.9,28.5,0.0,10.42982107,8.957260274,0.0,0,4,8.0,8.7,17.22,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2004.0,382,382.0,1.021941545,6124.0,6124,6124,16.0,16.0,16.0,62.8,2.2,11.0,6124.0,24,1,16.0,65.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2008.0,74,74.0,1.0,1640.0,1640,1640,22.2,22.2,22.2,0.0,0.8,12.0,1640.0,0,1,8.0,60.0,14.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2008.0,43,43.0,1.021941545,1421.0,1421,1265,33.0,33.0,29.4,46.5,2.5,3.5,0.0,2,1,5.0,43.0,43.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2004.0,1174,1174.0,1.021941545,16326.0,16420,13464,13.9,14.0,11.5,26.4,10.42982107,14.0,0.0,31,3,9.761262136000001,1174.0,1174.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1996.0,240,233.0,0.97,1958.0,2417,1958,8.2,10.1,8.4,8.3,10.42982107,14.0,1958.0,2,1,9.761262136000001,79.0,240.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1995.0,258,281.0,1.09,5316.463277000001,5048,5048,15.99293785,19.6,18.0,7.8,16.1,4.0,2853.3091719999998,2,4,4.0,79.0,258.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2005.0,81,97.0,1.2,1098.0,1098,889,13.6,13.6,9.2,0.0,10.42982107,5.0,0.0,0,1,9.761262136000001,42.0,23.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1994.0,301,316.0,1.05,2500.0,2600,2600,8.3,8.6,8.2,19.9,10.42982107,8.0,2500.0,6,2,9.761262136000001,14.0,139.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2006.0,277,277.0,1.0,6809.0,6809,6809,24.6,24.6,24.6,54.2,4.4,9.0,6809.0,15,1,7.0,54.0,277.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2000.0,140,140.0,1.021941545,699.0,1092,699,5.0,7.8,5.0,0.0,10.42982107,2.0,699.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1995.0,572,572.0,1.0,13020.0,13020,13020,22.8,22.8,22.8,272.7,3.6,20.0,220.0,156,1,8.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2005.0,435,435.0,1.021941545,6513.0,6513,5406,15.0,15.0,12.4,0.0,10.42982107,8.957260274,2853.3091719999998,0,4,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
2005.0,175,210.0,1.2,2393.0,2393,2393,13.7,13.7,11.4,0.0,10.42982107,131.0,0.0,0,1,9.761262136000001,15.0,39.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2002.0,84,84.0,1.021941545,2501.0,2501,2501,29.8,29.8,29.8,11.9,3.3,2.8,2501.0,1,1,9.0,166.04545,84.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
2008.0,89,89.0,1.0,2343.0,2343,2343,26.3,26.3,26.3,22.5,0.9,16.0,2343.0,2,1,6.0,18.0,52.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1994.0,364,389.0,1.07,1203.0,1254,1134,3.3,3.4,2.9,22.0,12.1,6.0,0.0,8,2,5.0,120.0,198.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
2006.0,148,148.0,1.0,2100.0,2100,2100,14.2,14.2,14.2,33.8,2.5,12.0,2100.0,5,1,5.0,66.0,16.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2000.0,141,141.0,1.021941545,299.0,467,299,2.1,3.3,2.1,35.5,10.42982107,2.0,299.0,5,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
2006.0,111,111.0,1.0,2200.0,2200,2200,19.8,19.8,19.8,18.0,1.4,13.0,2200.0,2,1,6.0,0.0,111.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
1994.0,1662,1648.0,0.96,2813.0,4175,3173,1.7,2.5,1.9,0.6,46.2,18.0,0.0,1,3,2.0,1216.0,1662.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
2000.0,927,908.0,0.98,7956.0,8344,7760,8.6,9.0,8.5,0.0,17.2,6.0,0.0,0,2,9.0,60.0,927.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1
1996.0,2138,2373.0,1.11,5316.463277000001,27199,27199,15.99293785,12.7,11.5,3.7,10.42982107,8.957260274,2853.3091719999998,8,2,9.761262136000001,410.0,2138.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1994.0,96,96.0,1.021941545,353.0,318,318,3.7,3.3,3.3,0.0,12.0,4.0,0.0,0,1,2.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
2003.0,95,95.0,1.021941545,3871.0,3871,3213,40.7,40.7,33.8,0.0,4.0,4.0,0.0,0,1,6.0,166.04545,84.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2007.0,87,87.0,1.0,1100.0,1100,1100,12.6,12.6,12.6,23.0,1.2,12.0,1100.0,2,1,6.0,36.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2007.0,993,993.0,1.0,46101.0,46101,46101,46.4,46.4,46.4,13.1,0.8,87.0,46101.0,13,1,15.0,400.0,993.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2007.0,459,491.0,1.07,11078.0,11078,11078,24.1,24.1,22.6,0.0,2.2,15.0,11078.0,0,1,14.0,120.0,81.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1997.0,1176,1176.0,1.0,2278.0,2278,2278,1.9,1.9,1.9,8.5,24.0,7.0,-50.0,10,1,7.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2000.0,188,150.0,0.8,88.0,4599,4599,0.5,24.5,30.7,0.0,1.6,9.0,88.0,0,4,13.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1995.0,350,350.0,1.0,5316.463277000001,548,548,15.99293785,1.6,1.6,17.1,35.0,10.0,2853.3091719999998,6,3,1.0,117.0,350.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
2007.0,144,144.0,1.0,1246.0,1246,1246,8.7,8.7,8.7,27.8,4.8,6.0,1246.0,4,1,5.0,46.0,17.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
1998.0,83,83.0,1.0,753.0,753,700,9.1,9.1,8.4,36.1,2.0,7.0,0.0,3,1,6.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
1997.0,895,823.0,0.92,5316.463277000001,36225,36225,15.99293785,40.5,44.0,39.1,10.42982107,4.0,2853.3091719999998,35,4,9.761262136000001,108.0,895.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2000.0,309,309.0,1.021941545,3152.0,4925,3152,10.2,15.9,10.2,0.0,10.42982107,3.0,3152.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
2004.0,580,580.0,1.021941545,1600.0,5714,5714,2.8,9.9,9.9,0.0,8.8,4.1,2853.3091719999998,0,4,16.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2005.0,1127,1341.0,1.19,19964.0,20096,20096,17.7,17.8,15.0,21.3,4.3,6.0,19964.0,24,3,44.0,242.0,1127.0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2005.0,358,358.0,1.021941545,16843.0,16843,13980,47.0,47.0,39.1,0.0,10.42982107,8.957260274,2853.3091719999998,0,4,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
2001.0,190,190.0,1.021941545,175.0,175,175,0.9,0.9,0.9,0.0,95.0,2.0,175.0,0,4,1.0,190.0,190.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2004.0,68,68.0,1.021941545,449.0,449,449,6.6,6.6,6.6,29.4,10.42982107,2.8,449.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2005.0,122,122.0,1.021941545,902.0,902,902,7.4,7.4,7.4,24.6,2.5,8.0,902.0,3,1,6.0,21.0,43.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1995.0,249,254.0,1.03,5316.463277000001,3877,3877,15.99293785,15.6,15.3,16.1,2.3,11.0,2853.3091719999998,4,2,10.0,90.0,119.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2008.0,61,61.0,1.0,1488.0,1488,1488,24.4,24.4,24.4,16.4,0.8,12.0,1488.0,1,1,6.0,26.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2000.0,38,38.0,1.021941545,2507.0,2507,1805,66.0,66.0,47.5,4236.8,10.42982107,8.957260274,0.0,161,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
1996.0,146,146.0,1.0,1742.0,1742,1620,11.9,11.9,11.1,13.7,5.2,7.0,0.0,2,1,4.0,72.0,146.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1999.0,63,64.0,1.02,888.0,987,888,14.1,15.7,13.9,0.0,7.9,2.0,441.0,0,1,4.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2008.0,294,294.0,1.0,13326.0,13326,13326,45.3,45.3,45.3,78.2,1.5,14.0,13326.0,23,1,14.0,90.0,104.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1999.0,222,249.0,1.12,2020.0,2020,2020,9.1,9.1,8.1,0.0,10.42982107,8.0,2020.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2000.0,253,235.0,0.93,618.0,4427,4427,2.4,17.5,18.8,0.0,2.8,6.0,618.0,0,4,15.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2005.0,200,200.0,1.021941545,864.0,990,990,4.3,5.0,5.0,0.0,17.1,3.9,2853.3091719999998,0,4,3.0,166.04545,341.22151030000003,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2008.0,6,6.0,1.021941545,40.0,40,40,6.7,6.7,6.7,0.0,24.0,0.25,40.0,0,1,1.0,166.04545,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1997.0,216,212.0,0.98,5316.463277000001,3633,3633,15.99293785,16.8,17.1,157.4,10.42982107,7.0,2853.3091719999998,34,4,9.761262136000001,8.0,216.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1999.0,601,679.0,1.13,1193.0,1326,1193,2.0,2.2,1.8,0.0,6.8,8.0,739.0,0,1,11.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1994.0,605,666.0,1.1,752.0,752,752,1.2,1.2,1.1,3.3,15.5,13.0,752.0,2,1,3.0,138.0,605.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2000.0,490,490.0,1.021941545,2948.0,4606,2948,6.0,9.4,6.0,6.1,10.42982107,6.0,2948.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2009.0,33,33.0,1.021941545,721.0,721,656,21.8,21.8,19.9,30.3,4.7,3.5,0.0,1,1,2.0,166.04545,32.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1998.0,126,126.0,1.0,354.0,354,262,2.8,2.8,2.1,23.8,31.5,2.0,0.0,3,1,2.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2007.0,186,186.0,1.0,953.0,953,953,5.1,5.1,5.1,16.1,6.2,6.0,953.0,3,1,5.0,61.0,91.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
2000.0,364,364.0,1.0,3252.0,3252,3252,8.9,8.9,8.9,46.7,5.7,8.0,0.0,17,1,8.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2000.0,128,143.0,1.12,1821.0,1821,1821,14.2,14.2,12.7,0.0,10.42982107,6.0,1821.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2000.0,385,385.0,1.021941545,1346.0,2103,1346,3.5,5.5,3.5,5.2,10.42982107,3.0,1346.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
2000.0,51,62.0,1.22,949.0,949,883,18.6,18.6,14.2,0.0,1.0,5.0,0.0,0,1,10.0,19.0,51.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2004.0,278,278.0,1.021941545,3141.0,3141,3141,11.3,11.3,11.3,32.4,10.42982107,6.2,3141.0,9,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
2003.0,349,349.0,1.021941545,3703.0,3703,3703,10.6,10.6,10.6,37.2,10.42982107,8.0,3703.0,13,1,9.761262136000001,107.0,286.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2007.0,285,285.0,1.0,3942.0,3942,3942,13.8,13.8,13.8,10.5,1.3,15.0,3942.0,3,1,15.0,149.0,47.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1998.0,433,524.0,1.21,5316.463277000001,17120,17120,15.99293785,39.5,32.7,27.7,3.6,10.0,2853.3091719999998,12,4,12.0,94.0,433.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2004.0,1800,1800.0,1.021941545,4803.0,12000,12000,2.7,6.7,6.7,0.0,200.0,0.9,2853.3091719999998,0,4,10.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1998.0,900,900.0,1.0,2098.0,2098,2098,2.3,2.3,2.3,11.1,37.5,4.0,80.0,10,1,6.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2003.0,106,106.0,1.021941545,7111.0,7111,7111,67.1,67.1,67.1,0.0,1.0,13.6,7111.0,0,1,8.0,106.0,106.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1997.0,119,126.0,1.06,5316.463277000001,4162,4162,15.99293785,35.0,33.0,25.2,10.42982107,3.0,2853.3091719999998,3,4,9.761262136000001,0.0,119.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1993.0,830,847.0,1.02,2632.0,2878,2878,3.2,3.5,3.4,6.0,15.4,18.0,0.0,5,2,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
2000.0,183,183.0,1.021941545,3537.0,5527,3537,19.3,30.2,19.3,16.4,10.42982107,3.0,3537.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1998.0,98,119.0,1.21,438.0,487,438,4.5,5.0,3.7,10.2,32.7,1.0,380.0,1,1,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
2001.0,481,462.0,0.96,11809.0,11809,11809,24.6,24.6,25.6,0.0,3.6,7.0,10728.0,0,1,19.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1999.0,289,306.0,1.06,3521.0,3912,3521,12.2,13.5,11.5,3.5,7.5,11.0,2051.0,1,1,3.5,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
2006.0,128,128.0,1.0,595.0,595,595,4.6,4.6,4.6,31.3,6.4,4.0,595.0,4,1,5.0,4.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
1994.0,1208,1196.0,0.99,7138.0,7824,7824,5.9,6.5,6.5,8.3,33.6,15.0,0.0,10,4,2.4,626.0,1208.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
1993.0,38,38.0,1.0,348.0,348,247,9.2,9.2,6.5,157.9,9.5,4.0,0.0,6,1,1.0,30.0,32.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
1995.0,147,144.0,0.98,124.0,124,124,0.8,0.8,0.9,0.0,16.3,3.0,124.0,0,1,3.0,40.0,29.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1998.0,749,749.0,1.0,1654.0,1654,1654,2.2,2.2,2.2,8.0,31.2,3.0,28.0,6,1,8.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1998.0,629,629.0,1.0,2628.0,3551,2628,4.2,5.6,4.2,27.0,18.0,7.0,1.0,17,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1999.0,426,520.0,1.23,10123.0,10123,10123,23.8,23.8,19.5,112.7,4.1,4.0,0.0,48,1,26.0,0.0,426.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
2000.0,142,185.0,1.3,6416.0,6416,6416,45.2,45.2,34.7,35.2,1.3,16.0,0.0,5,1,7.0,36.0,142.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2000.0,340,364.0,1.07,410.0,7052,7052,1.2,20.7,19.4,0.0,3.5,8.0,410.0,0,4,12.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1993.0,99,99.0,1.0,339.0,339,241,3.4,3.4,2.4,60.6,10.42982107,3.0,0.0,6,1,9.761262136000001,81.0,6.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
